Date/Time,CAISO (SOLAR_FORECAST) Average Latest Maximum,SP15 (SOLAR_FORECAST Latest) - NP15 (SOLAR_FORECAST Latest) Maximum,CAISO (WIND_FORECAST) Average Latest Maximum,SP15 (WIND_FORECAST Latest) - NP15 (WIND_FORECAST Latest) Maximum,CAISO (PRT_FCAST_15D_LOAD_LATEST) Average Latest Maximum,SP15 (PRT_FCAST_15D_LOAD_LATEST Latest) - NP15 (PRT_FCAST_15D_LOAD_LATEST Latest),NP15 (REG_THERM_GEN_OFFLINE) Average,SP15 (REG_THERM_GEN_OFFLINE) Average,PG&E - Citygate (NGI_GASPRICE_AVG) Average,Socal-Citygate (NGI_GASPRICE_AVG ) - PG&E - Citygate (NGI_GASPRICE_AVG ),TH_SP15_GEN-APND (DALMP ) - TH_NP15_GEN-APND (DALMP )
10/1/2023 9:00,8454.71,5967.6,1208.85,856.69,22093,1601,859.19,807.86,2.995,0.87,-15.78308
10/1/2023 10:00,10906.38,7254.89,1195.28,805.46,21325,2583,869.34,828.47,2.995,0.87,-20.84718
10/1/2023 11:00,11642.02,7648.99,1185.87,743.49,20059,2819,876.62,838.7,2.995,0.87,-23.35274
10/1/2023 12:00,11773.11,7712.5,1160.08,759.54,19068,2760,891.72,849.05,2.995,0.87,-23.57518
10/1/2023 13:00,11605.35,7573.46,1139.72,833.46,18740,2546,803.77,859.79,2.995,0.87,-23.74682
10/1/2023 14:00,11391.98,7376.12,1173.62,937.46,18509,2039,810.88,864.37,2.995,0.87,-24.40661
10/1/2023 15:00,11149.96,7167.21,1275.33,1086.05,18920,1648,824.06,865.69,2.995,0.87,-25.04309
10/1/2023 16:00,10425.24,6724.2,1442.58,1279.86,19877,1531,831.55,850.56,2.995,0.87,-22.61296
10/1/2023 17:00,8907.1,5736.29,1707.02,1541.14,21414,1602,826.66,849.16,2.995,0.87,-15.19008
10/1/2023 18:00,4510.96,2802.27,1993.25,1789.63,23374,1696,825.97,845.34,2.995,0.87,-0.62837
10/1/2023 19:00,475.8,270.88,2122.45,1847.75,24933,1715,816.12,836.93,2.995,0.87,-0.23054
10/1/2023 20:00,50.42,50.34,2140.94,1720.44,25479,1929,803.44,830.07,2.995,0.87,-0.46687
10/1/2023 21:00,47.01,47.01,2211.15,1592.95,25133,2010,786.62,813.21,2.995,0.87,-0.62978
10/1/2023 22:00,48.18,48.18,2249.33,1519.27,24425,2077,776.46,797.35,2.995,0.87,-1.02889
10/2/2023 7:00,61.9,61.65,1416.49,1129.89,23295,1543,959.4,550.47,2.995,0.87,-0.7321
10/2/2023 8:00,2785.48,2102.83,1185.87,1024.95,24134,1604,960.43,550.64,2.995,0.87,-3.29173
10/2/2023 9:00,9084.98,5818.48,896.31,786.55,24818,2492,969.25,552.99,2.995,0.87,-18.04066
10/2/2023 10:00,11652.36,7016.5,618.99,540.71,24601,3225,981.08,578.22,2.995,0.87,-22.02818
10/2/2023 11:00,12539.99,7535.04,439.65,365.65,23428,3184,1002.08,606.98,2.995,0.87,-21.12625
10/2/2023 12:00,12727.76,7684.37,341.25,275.55,22926,2924,1020.25,615.17,2.995,0.87,-19.00897
10/2/2023 13:00,12740.98,7742.3,301.37,255.31,22443,2575,929.28,974.51,2.995,0.87,-17.06727
10/2/2023 14:00,12744.36,7750.66,352.21,318.15,22073,2147,944.8,986.1,2.995,0.87,-16.46877
10/2/2023 15:00,12578.41,7598.99,544,511.24,22417,2307,953.51,992.58,2.995,0.87,-17.15461
10/2/2023 16:00,11981.26,7168.23,869.98,833.16,23422,2394,962.31,655.59,2.995,0.87,-17.53164
10/2/2023 17:00,10243.15,6080.57,1229.86,1166.8,24758,2542,950.94,657.01,2.995,0.87,-10.97913
10/2/2023 18:00,4811.13,2714.93,1569.74,1392.04,26545,2157,947.43,654.82,2.995,0.87,-1.48907
10/2/2023 19:00,445.36,214.05,1835.4,1468.2,27718,2000,936.67,642.99,2.995,0.87,2.30215
10/2/2023 20:00,28.69,28.69,1936.64,1393.86,27903,2177,918.58,604.24,2.995,0.87,0.9121
10/2/2023 21:00,24.15,24.15,1929.64,1279.18,27261,2197,911.4,549.22,2.995,0.87,1.40375
10/2/2023 22:00,21.03,21.03,1803.45,1098.63,26262,2224,908.47,535.7,2.995,0.87,1.56237
10/3/2023 7:00,32.45,32.26,346.65,203.55,24048,1558,999.48,578.52,4.875,0.235,0.2045
10/3/2023 8:00,2735.72,2061.73,232.1,181.24,24557,1763,998.79,529.8,4.875,0.235,-3.6386
10/3/2023 9:00,9204.32,5979.5,146.89,120.21,24686,2566,1004.99,545.77,4.875,0.235,-19.10414
10/3/2023 10:00,11816.87,7241.42,96.88,81.58,24172,2916,1015.71,578.73,4.875,0.235,-22.96343
10/3/2023 11:00,12726.48,7738.01,81.52,68.76,23313,3169,1043.43,610.74,4.875,0.235,-17.60151
10/3/2023 12:00,12988.86,7905.52,78.61,65.87,22800,2832,1063.73,692.86,4.875,0.235,-17.04473
10/3/2023 13:00,12999.58,7911.92,76.91,59.03,22964,3150,1087.74,711.4,4.875,0.235,-14.4219
10/3/2023 14:00,13024.4,7927.21,75.08,51.1,23359,3429,1108.29,669.23,4.875,0.235,-19.1801
10/3/2023 15:00,12832.03,7749.05,75.8,48.3,24230,3638,1122.95,678.78,4.875,0.235,-12.29635
10/3/2023 16:00,12174.81,7282.43,86.91,55.95,25589,3961,1136.83,693.4,4.875,0.235,-9.99786
10/3/2023 17:00,10319.49,6080.28,106.41,75.39,27289,3801,1132.5,689.19,4.875,0.235,-2.42034
10/3/2023 18:00,4717.7,2644.26,136.12,113.84,28585,3219,1129.65,672.8,4.875,0.235,-3.28588
10/3/2023 19:00,394.86,179.5,174.97,156.41,29515,2859,1094.09,658.52,4.875,0.235,0.58543
10/3/2023 20:00,5.56,5.56,198.14,180.48,29377,2753,1077.01,611.36,4.875,0.235,0.60059
10/3/2023 21:00,5.67,5.67,194.65,173.37,28491,2687,1056.7,579.4,4.875,0.235,0.96198
10/3/2023 22:00,8.01,8.01,168.47,122.61,27267,2621,1061.01,588.48,4.875,0.235,0.86804
10/4/2023 7:00,83.28,83.16,373,156.98,24178,1556,991.47,655.63,4.6,1.435,3.65937
